results/title,results/features/0/genre_ids,results/features/0/production_companies/0,results/features/0/release_date,results/features/0/vote_average,results/features/0/vote_count,results/features/0/budget,results/features/0/star_popularity,,labels
Lone Wolf McQuade,28,21468,15/04/1983,6.6,239,5000000,4.716,,TRUE
A Walk in the Woods,12,316,02/09/2015,6,559,8000000,6.667,,TRUE
Mr. Nice Guy,80,2521,31/01/1997,6.5,478,12716953,44.932,,TRUE
The Searchers,37,1322,07/05/1956,7.7,974,3750000,6.017,,FALSE
Bull Durham,35,1312,15/06/1988,6.7,406,7000000,11.424,,TRUE
First Knight,28,10158,07/07/1995,6.1,891,55000000,6.707,,TRUE
"Paris, Texas",18,181,23/08/1984,8.1,1174,1746964,2.583,,TRUE
What to Expect When You're Expecting,10749,1632,17/05/2012,6,1542,40000000,9.635,,TRUE
Lean on Pete,18,10441,06/04/2018,6.9,243,8000000,3.133,,FALSE
The Forgotten,53,30833,24/09/2004,6,884,42000000,16.268,,TRUE
Kids,18,14,28/07/1995,6.9,803,1500000,1.286,,TRUE
Inside Llewyn Davis,18,5490,13/10/2013,7.2,2094,11000000,14.261,,TRUE
Ed Wood,35,9195,27/09/1994,7.5,1749,18000000,17.926,,FALSE
Mermaids,35,41,14/12/1990,6.7,374,31000000,2.467,,TRUE
The Horse Whisperer,18,316,14/05/1998,6.9,886,60000000,6.667,,TRUE
Mother's Day,35,60016,28/04/2016,6,1090,25000000,9.566,,TRUE
The American President,35,5,17/11/1995,6.6,523,62000000,7.566,,TRUE
Take Shelter,53,10936,30/09/2011,7.1,1268,5000000,5.425,,FALSE
Quarantine,27,3287,10/10/2008,5.8,963,12000000,15.569,,TRUE
Air America,28,959,10/08/1990,5.8,424,35000000,12.025,,TRUE
How to Lose a Guy in 10 Days,35,4,07/02/2003,6.7,2864,50000000,5.695,,TRUE
Klute,9648,6174,23/06/1971,6.8,267,2500000,6.629,,TRUE
Boogeyman 2,27,769,20/10/2007,5.5,205,4500000,3.179,,FALSE
Accidental Love,10749,17888,10/02/2015,4.2,265,26000000,14.076,,FALSE
The Girl Who Kicked the Hornet's Nest,28,235,27/11/2009,7.1,1052,4000000,4.411,,TRUE
The Apparition,27,37826,23/08/2012,4.4,334,17000000,2.502,,FALSE
The Cabinet of Dr. Caligari,18,55,27/02/1920,7.9,1026,18000,1.434,,FALSE
Like Water for Chocolate,18,84803,16/04/1992,7.2,344,2000000,2.905,,TRUE
La Femme Nikita,28,9,21/02/1990,7.2,1434,8538703,5.528,,FALSE
Alfie,35,57751,22/10/2004,5.7,650,60000000,10.042,,FALSE
Dungeons & Dragons,18,12,08/12/2000,4.3,438,35000000,6.157,,FALSE
Love Story,10749,4,16/12/1970,6.8,503,2200000,3.391,,TRUE
Crazy/Beautiful,18,9195,29/06/2001,6.6,259,13000000,15.534,,TRUE
A Nice Girl Like You,35,88606,18/07/2020,5.9,147,6100000,18.626,,FALSE
My Bloody Valentine,27,36778,11/02/1981,6.5,272,2200000,1.918,,TRUE
All Quiet on the Western Front,18,33,29/04/1930,7.8,491,1448864,0.6,,TRUE
Jem and the Holograms,14,3172,22/10/2015,5.5,336,5000000,1.799,,FALSE
Mr. Woodcock,35,7741,14/09/2007,5,331,22000000,8.134,,TRUE
King Kong Lives,14,484,19/12/1986,5.3,137,10000000,7.654,,FALSE
Risky Business,35,360,05/08/1983,6.6,915,6200000,18.064,,TRUE
Broken Flowers,35,10146,05/08/2005,6.9,963,10000000,15.162,,TRUE
Southside with You,10749,7437,26/08/2016,5.6,172,1500000,1.4,,TRUE
Win a Date with Tad Hamilton!,35,7,23/01/2004,5.7,407,17000000,5.434,,FALSE
The Commitments,35,10157,14/08/1991,7.3,372,12000000,0.6,,TRUE
Ali G Indahouse,35,33,21/03/2002,6.1,1019,7000000,3.382,,TRUE
The Ghost and the Darkness,12,457,11/10/1996,6.7,707,50000000,7.566,,FALSE
Lost River,14,2266,08/04/2015,5.8,481,2000000,12.144,,FALSE
Sexy Beast,80,43,18/09/2000,7,523,5000000,6.163,,FALSE
54,18,61337,28/08/1998,5.8,351,13000000,7.535,,TRUE
Police Academy: Mission to Moscow,35,174,09/06/1994,4.5,602,10000000,2.079,,FALSE
Memoirs of an Invisible Man,878,67992,28/02/1992,6,405,40000000,5.639,,FALSE
The Maid,10749,51634,12/04/2014,3.5,14,373000,4.832,,FALSE
Almost Christmas,35,49968,11/11/2016,5.8,296,17000000,2.43,,TRUE
Piglet's Big Movie,16,3475,16/03/2003,6.7,265,46000000,4.507,,TRUE
Proof of Life,28,97,08/12/2000,6.1,584,65000000,8.457,,FALSE
The Whole Ten Yards,35,51771,07/04/2004,5.7,714,40000000,23.315,,FALSE
Life of Crime,35,23700,14/09/2013,5.7,294,12000000,2.901,,FALSE
The Room,18,3330,27/06/2003,4.1,1082,6000000,1.51,,FALSE
Wolves,27,8147,28/08/2014,6,219,18000000,5.515,,FALSE
The Piano Teacher,18,201,21/07/2001,7.3,737,3000000,3.821,,TRUE
Dead Man,18,182,23/12/1995,7.3,1139,9000000,17.926,,TRUE
Timecop,53,33,15/09/1994,5.9,837,27000000,17.56,,TRUE
The Campaign,35,36431,09/08/2012,5.8,1365,95000000,8.111,,TRUE
Monster High: Fright On!,10751,33365,31/10/2011,6.3,32,500000,1.27,,FALSE
Before the Devil Knows You're Dead,80,2288,26/09/2007,7.1,1091,18000000,8.37,,TRUE
Marathon Man,53,4,08/10/1976,7.3,720,6500000,7.417,,TRUE
Southland Tales,35,856,14/11/2007,5,389,17000000,49.662,,FALSE
Downton Abbey,18,10146,12/09/2019,7.2,769,20000000,5.496,,TRUE
New York Minute,35,813,07/05/2004,6.1,719,30000000,2.635,,FALSE
Just Getting Started,28,83397,01/12/2017,4.9,172,22000000,16.914,,FALSE
Angel Heart,27,559,06/03/1987,7.1,1049,17000000,11.333,,TRUE
The Entity,27,4112,30/09/1982,6.6,318,9000000,5.15,,TRUE
Heartbreaker,10749,10146,17/03/2010,6.6,1081,8700000,5.604,,TRUE
Don't Tell Mom the Babysitter's Dead,35,19507,07/06/1991,6.1,308,10000000,8.35,,TRUE
Hero Wanted,80,1020,28/03/2008,5.5,102,6,2.722,,TRUE
Frankenstein,18,33,21/11/1931,7.5,1065,291000,1.4,,TRUE
Forbidden Planet,878,21,23/03/1956,7.3,634,1900000,1.529,,TRUE
Mona Lisa Smile,18,5,19/12/2003,6.9,1324,65000000,7.385,,FALSE
The Kite Runner,18,2299,04/10/2007,7.3,932,20000000,0.832,,TRUE
On Deadly Ground,28,174,18/02/1994,4.7,302,50000000,10.438,,FALSE
Away We Go,35,1522,05/06/2009,6.7,434,17000000,8.448,,FALSE
Premium Rush,80,1271,24/08/2012,6.3,1682,35000000,7.419,,FALSE
Tramps,35,26995,10/09/2016,6.1,176,2000000,2.8,,FALSE
The Robe,18,25,16/09/1953,6.8,161,4100000,2.705,,TRUE
The Life of David Gale,18,24,21/02/2003,7.4,1474,50000000,9.458,,FALSE
Brooklyn's Finest,80,925,08/09/2009,6.3,692,17000000,10.276,,TRUE
American Outlaws,28,10210,17/08/2001,6.1,165,35000000,10.262,,FALSE
Untraceable,9648,2397,22/01/2008,6.2,646,35000000,13.72,,TRUE
History of the World: Part I,35,5612,12/06/1981,6.8,560,11000000,3.546,,TRUE
Instinct,53,158,04/06/1999,6.4,465,80000000,9.967,,FALSE
The Bélier Family,35,19037,17/12/2014,6.9,1978,11000000,3.296,,FALSE
The Shipping News,18,14,18/12/2001,6.3,275,38000000,9.458,,FALSE
The Brand New Testament,18,2699,02/09/2015,6.7,1290,8700000,3.811,,TRUE
Kingpin,35,2090,04/07/1996,6.5,626,27000000,20.036,,FALSE
Macbeth,10752,20664,16/08/2015,6.5,1213,15000000,10.205,,TRUE
Chaos,18,26147,17/01/2005,6.3,759,20000000,36.825,,FALSE
Uncle Buck,35,477,16/08/1989,6.8,860,15000000,5.499,,TRUE
Return of the Living Dead Part II,35,68860,15/01/1988,6.3,392,6200000,2.442,,TRUE
Down,28,938,06/09/2001,5.1,107,15000000,2.911,,FALSE
A Hard Day's Night,10402,413,07/07/1964,7.5,481,560000,3.748,,TRUE
Proud Mary,53,3287,12/01/2018,5.4,407,14000000,3.874,,TRUE
Saving Silverman,35,79,09/02/2001,5.5,389,22000000,14.83,,FALSE
Black Christmas,27,7405,15/12/2006,5.1,366,9000000,6.811,,TRUE
Immortal,18,844,13/03/2004,5.7,309,24665810,1.4,,FALSE
The Elephant Man,18,5612,02/10/1980,8.1,2506,5000000,9.967,,TRUE
The Soloist,18,10163,24/04/2009,6.7,597,60000000,20.481,,FALSE
Alex Cross,28,491,18/10/2012,5.2,582,45000000,3.732,,FALSE
Submergence,18,85350,22/09/2017,5.4,222,15000000,14.368,,FALSE
Flight of the Navigator,10751,1340,30/07/1986,7,589,9000000,3.464,,TRUE
Mallrats,10749,33,20/10/1995,6.8,915,6000000,8.48,,FALSE
Occupation: Rainfall,878,135020,15/10/2021,5.8,10,25000000,2.601,,FALSE
The Quest,28,33,19/04/1996,6.1,489,30000000,17.56,,TRUE
A Dennis the Menace Christmas,35,1975,10/11/2007,5.5,64,2000000,0.985,,FALSE
Winter's Bone,18,10039,11/06/2010,6.8,1337,2000000,11.42,,TRUE
Battle for Sevastopol,18,93035,02/04/2015,7.3,305,5000000,2.811,,FALSE
Devdas,18,5248,11/07/2002,7.6,243,6663555,6.611,,TRUE
Birthday Girl,35,931,06/09/2001,5.9,306,13000000,8.403,,FALSE
Back to School,35,41,13/06/1986,6.3,309,11000000,2.185,,TRUE
Saving Mr. Banks,35,21079,16/11/2013,7.4,2771,35000000,15.196,,TRUE
Chitty Chitty Bang Bang,10751,60,17/12/1968,6.8,463,10000000,3.747,,FALSE
Boogeyman,53,7893,04/02/2005,5,558,20000000,4.42,,TRUE
Quiz Show,18,11407,25/08/1994,7.3,661,31000000,4.511,,FALSE
Midnight in the Garden of Good and Evil,80,174,21/11/1997,6.4,418,35000000,6.398,,FALSE
Rififi,18,18844,13/04/1955,7.9,355,200000,3.483,,TRUE
Born on the Fourth of July,18,33,20/12/1989,7,1244,14000000,18.064,,TRUE
In the Line of Fire,28,97,08/07/1993,7,1116,40000000,21.283,,TRUE
The Bouncer,28,12648,22/08/2018,6.3,247,3383890,17.56,,FALSE
Fast Times at Ridgemont High,35,8794,13/08/1982,6.8,896,4500000,5.134,,TRUE
Inside Job,99,34,08/10/2010,7.7,699,2000000,17.865,,TRUE
Half Baked,35,33,16/01/1998,6.4,394,8000000,7.842,,TRUE
What If,18,5353,07/09/2013,6.7,1637,11000000,11.28,,FALSE
Lady in the Water,18,923,20/07/2006,5.5,1026,70000000,5.823,,TRUE
Another Year,35,10100,05/11/2010,7,266,8000000,4.752,,TRUE
Force 10 From Navarone,18,5,16/08/1978,6.2,203,5000000,5.433,,TRUE
Carnage,35,856,16/09/2011,7.2,2324,25000000,10.542,,TRUE
Rope,80,1554,11/03/1948,8,1914,1500000,6.492,,TRUE
The Lovers,28,76100,13/02/2015,4.7,59,27000000,10.966,,FALSE
Bangkok Dangerous,28,449,21/08/2008,5.2,792,45000000,21.264,,FALSE
Sunshine,878,290,05/04/2007,7,2828,50000000,25.652,,FALSE
The Big Hit,28,559,24/04/1998,5.9,310,13000000,24.719,,TRUE
Chances Are,14,559,10/03/1989,6.7,199,16000000,8.188,,TRUE
Going the Distance,35,12,27/08/2010,6.1,594,32000000,12.13,,TRUE
The Jerk,35,33,14/12/1979,7,610,4000000,6.187,,TRUE
Snake Eyes,53,54502,07/08/1998,6.1,957,73000000,21.264,,TRUE
MirrorMask,14,6254,25/01/2005,6.5,243,4000000,6.781,,FALSE
Double Jeopardy,53,4,24/09/1999,6.5,927,70000000,11.806,,TRUE
The Return of Swamp Thing,27,46328,11/05/1989,5.4,147,4000000,3.571,,FALSE
Heist,28,53817,09/11/2001,6.3,381,35000000,8.343,,FALSE
The Disaster Artist,35,12,12/03/2017,7.1,2926,10000000,7.716,,TRUE
Blinded by the Light,18,12,09/08/2019,7,423,15000000,1.276,,TRUE
Working Girl,35,25,20/12/1988,6.6,684,28000000,5.232,,TRUE
Anatomy of a Murder,80,5,01/07/1959,7.9,651,2000000,6.492,,TRUE
Thumbelina,16,174,29/03/1994,6.5,368,28000000,2.696,,FALSE
The Gift,27,126,16/03/2000,6.4,853,10000000,9.875,,TRUE
Conan the Destroyer,12,484,29/06/1984,6.1,1101,18000000,18.005,,TRUE
Of Gods and Men,18,729,18/05/2010,6.7,268,4000000,6.749,,TRUE
My Best Friend's Wedding,35,559,19/06/1997,6.6,2025,38000000,7.385,,TRUE
The Lizzie McGuire Movie,10751,89603,02/05/2003,6.3,1054,17000000,2.305,,TRUE
Adam's Apples,18,1789,15/04/2005,7.5,481,3700000,17.01,,FALSE
Shorts,10751,10807,21/08/2009,5.9,229,40000000,3.231,,FALSE
1941,28,5,14/12/1979,5.8,430,35000000,8.807,,FALSE
Split Second,27,75037,01/05/1992,6,192,7000000,12.26,,FALSE
The Maiden Heist,35,4302,09/05/2009,5.7,246,20000000,16.914,,FALSE
Blindness,18,164,14/05/2008,6.5,986,25000000,16.268,,FALSE
Braindead,27,11,13/08/1992,7.4,1148,3000000,0.705,,FALSE
Land of Mine,10752,235,03/12/2015,7.8,1111,5070773,4.393,,FALSE
Chocolat,35,65781,02/03/2000,6.9,2672,25000000,5.912,,TRUE
Kicking & Screaming,10751,33,13/05/2005,5.8,479,45000000,8.111,,TRUE
Journey to the Center of the Earth,12,10199,15/12/1959,7,309,3440000,1.62,,TRUE
Backdraft,80,2231,24/05/1991,6.7,1019,75000000,9.836,,TRUE
Gaslight,80,21,04/05/1944,7.5,298,2068000,1.285,,FALSE
John Tucker Must Die,35,7742,27/07/2006,6.2,1121,18000000,12.939,,TRUE
Shall We Dance?,18,14,15/10/2004,6.3,953,50000000,10.276,,TRUE
Ironclad,10749,13792,03/03/2011,6.2,554,25000000,17.437,,FALSE
My Fair Lady,10749,174,21/10/1964,7.6,940,17000000,7.282,,TRUE
Alone in the Dark,28,1062,28/01/2005,3.2,429,20000000,11.487,,FALSE
Finding Neverland,18,14,17/10/2004,7.3,3008,25000000,17.926,,TRUE
Secret Sunshine,18,868,17/05/2007,7.1,136,2900000,5.843,,TRUE
The Trouble with Harry,35,4,03/10/1955,7.1,567,1200000,3.356,,TRUE
EXIT,28,12987,31/07/2019,7.3,94,10892000,3.582,,TRUE
Righteous Kill,28,925,11/09/2008,5.9,933,60000000,7.459,,TRUE
Trespass,53,925,13/10/2011,5.5,912,36000000,21.264,,FALSE
The Perfect Guy,53,3287,11/09/2015,5.7,267,12000000,8.2,,TRUE
White Heat,80,174,02/09/1949,7.7,301,1300000,2.975,,TRUE
Fly Away Home,28,5842,13/09/1996,6.9,345,22000000,6.461,,TRUE
Maniac,27,70784,26/12/2012,6,685,6000000,9.587,,FALSE
Serpico,80,4,05/12/1973,7.6,1380,3000000,18.645,,TRUE
PK,35,44163,18/12/2014,7.7,682,13000000,2.72,,TRUE
3 Men and a Baby,10751,9195,27/11/1987,6.1,748,11000000,4.591,,TRUE
Dance Flick,28,4,22/05/2009,4.7,188,25000000,2.303,,TRUE
Everyone's Hero,12,101154,04/08/2006,5.9,207,35000000,5.787,,FALSE
Audition,9648,17337,06/10/1999,7.1,1020,250000,1.4,,FALSE
Ruthless People,35,9195,26/06/1986,6.7,275,11000000,12.371,,TRUE
Shiva Baby,35,123193,02/04/2021,7.2,169,250000,3.347,,FALSE
Ravenous,27,77187,23/09/2017,5.9,281,3000000,1.024,,FALSE
Death Wish 3,28,1444,01/11/1985,6.3,275,9000000,11.517,,TRUE
Mackenna's Gold,12,18705,18/03/1969,6.6,120,7000000,5.528,,FALSE
Michael Collins,10752,360,25/10/1996,6.9,328,25000000,19.304,,FALSE
Teen Wolf Too,35,3267,20/11/1987,4.1,143,3000000,8.25,,TRUE
Grumpy Old Men,35,19465,25/12/1993,6.7,458,35100000,3.966,,TRUE
K-PAX,878,763,22/10/2001,7.2,1770,48000000,9.108,,TRUE
Havoc,80,2226,16/10/2005,5.1,213,9000000,21.4,,FALSE
Sydney White,35,46051,21/09/2007,6.5,867,16500000,6.599,,FALSE
The Missing Lynx,16,15242,25/12/2008,6,22,6500000,0.6,,FALSE
Toni Erdmann,35,201,14/07/2016,7,736,10000000,1.107,,FALSE
American Ninja,28,1444,30/08/1985,5.9,291,1000000,1.456,,TRUE
Bad Words,35,12622,06/09/2013,6.4,620,9500000,8.25,,FALSE
Adventures in Babysitting,35,554,01/07/1987,6.8,474,7000000,14.691,,TRUE
What's the Worst That Could Happen?,28,21,31/05/2001,5.4,220,60000000,13.175,,FALSE
Dark Water,27,84047,19/01/2002,6.8,386,1250000,2.178,,FALSE
Envy,35,5,30/04/2004,4.9,399,40000000,8.008,,FALSE
Father of the Bride,35,9195,20/12/1991,6.4,990,20000000,6.187,,TRUE
Thank You for Smoking,35,150904,17/03/2006,7.2,1632,6500000,10.869,,TRUE
The Taming of the Shrew,35,5,08/03/1967,7,127,4000000,3.837,,FALSE
Little Manhattan,35,508,26/09/2005,7.1,568,385373,6.403,,TRUE
We Die Young,18,32469,09/05/2019,6.9,207,4000000,17.56,,FALSE
Kung Fu Dunk,28,3407,07/02/2008,5.7,151,10000000,3.692,,TRUE
Highlander: Endgame,28,2737,01/09/2000,4.8,289,25000000,5.787,,FALSE
Dangal,18,2140,21/12/2016,8,637,10400000,2.72,,TRUE
The General's Daughter,53,21409,18/06/1999,6.4,658,60000000,8.033,,TRUE
Sharknado,878,6677,11/07/2013,3.9,1261,1000000,2.276,,FALSE
Man-Thing,28,35,21/04/2005,4.4,132,5000000,1.22,,FALSE
Lost Souls,27,12,13/10/2000,5.1,126,50000000,8.203,,FALSE
The Crying Game,80,14,02/09/1992,6.9,528,3705538,2.074,,TRUE
Presumed Innocent,53,932,26/07/1990,6.8,476,22000000,4.966,,TRUE
Show Dogs,12,76314,18/05/2018,5.8,172,5500000,7.212,,TRUE
Shadow,28,22839,30/09/2018,6.8,215,44005000,5.026,,TRUE
Great Expectations,35,25,19/01/1998,6.6,421,25000000,9.851,,TRUE
Birth,9648,54030,29/10/2004,5.9,463,20000000,8.403,,FALSE
Leatherheads,35,19507,24/03/2008,5.8,350,58000000,8.447,,FALSE
Thank You for Your Service,18,7,26/10/2017,6.5,259,20000000,8.359,,FALSE
The Sitter,35,11370,09/12/2011,5.6,717,25000000,9.161,,TRUE
Playmobil: The Movie,10751,84713,10/06/2019,5.7,196,75000000,23.862,,FALSE
Get Shorty,35,216,20/10/1995,6.5,746,30250000,8.033,,TRUE
The Reaping,27,1786,05/04/2007,5.7,617,40000000,9.224,,TRUE
Thunderbirds,28,10163,23/07/2004,4.9,229,57000000,1.4,,FALSE
Book Club,35,76901,18/05/2018,6.3,623,10000000,8.039,,TRUE
Daddy Day Camp,10751,497,08/08/2007,4.7,341,6000000,2.722,,TRUE
Conspiracy Theory,28,1885,08/08/1997,6.6,1071,75000000,12.025,,TRUE
Real Genius,35,559,07/08/1985,6.7,283,8000000,8.113,,TRUE
From Beyond,27,50340,24/10/1986,6.6,350,4500000,2.34,,FALSE
The Thirteenth Floor,53,620,16/04/1999,7,944,16000000,4.319,,TRUE
Hair,35,14309,14/03/1979,7.3,470,11000000,1.91,,TRUE
Black Mass,18,50481,04/09/2015,6.4,2739,53000000,17.926,,TRUE
Getaway,28,19719,29/08/2013,5.1,507,18000000,9.851,,FALSE
Sexual Predator,18,7903,04/12/2001,5.2,24,1000000,3.928,,FALSE
Black Water,28,92109,18/05/2018,5.7,186,4000000,17.56,,FALSE
The Mighty Ducks,35,34998,02/10/1992,6.6,634,10000000,5.67,,TRUE
The Sentinel,28,28537,19/04/2006,6,575,60000000,7.566,,TRUE
Videodrome,27,33,04/02/1983,7.3,1516,5952000,7.415,,FALSE
The Remains of the Day,18,5,05/11/1993,7.4,901,11500000,9.967,,TRUE
Fire in the Sky,878,4,12/03/1993,6.6,367,19885552,3.987,,FALSE
The Hunchback of Notre Dame,18,6,29/12/1939,7.4,120,1800000,1.631,,TRUE
The Cotton Club,80,41,14/12/1984,6.6,273,58000000,10.276,,FALSE
The Net,80,5,28/07/1995,6,968,22000000,14.727,,TRUE
Godzilla vs. Megalon,28,882,17/03/1973,6.2,123,760000,0.699,,TRUE
Love in the Time of Cholera,18,12,04/10/2007,6.6,280,45000000,10.463,,FALSE
Munich,18,33,23/12/2005,7.1,1935,70000000,5.945,,TRUE
Drop Zone,28,4,08/12/1994,5.6,302,45000000,6.676,,FALSE
Everybody Wants Some!!,35,13184,30/03/2016,6.3,873,10000000,4.488,,FALSE
The Ides of March,18,562,24/09/2011,6.7,1940,12500000,4.966,,TRUE
Compadres,28,84651,31/03/2016,6.8,97,3000000,0.6,,FALSE
Eighth Grade,35,41077,19/01/2018,7.2,1112,2000000,2.325,,TRUE
Bright Star,18,288,05/11/2009,6.6,331,10000000,6.498,,FALSE
Sleepaway Camp,27,2775,18/11/1983,6.3,434,350000,2.344,,TRUE
Little Big Man,12,3070,14/12/1970,7.6,413,15000000,7.417,,TRUE
Short Circuit,35,496,09/05/1986,6.6,1103,10000000,2.492,,TRUE
The Boondock Saints II: All Saints Day,28,11341,24/11/2009,6,554,8000000,7.434,,TRUE
Office Uprising,35,106820,19/06/2018,5.3,144,2500000,10.678,,FALSE
The Birdcage,35,60,08/03/1996,7.1,821,31000000,8.502,,TRUE
Four Christmases,35,2795,26/11/2008,5.8,828,80000000,7.681,,TRUE
In the Mouth of Madness,27,12,03/02/1995,7.2,1113,8000000,14.064,,TRUE
Marshland,53,31899,25/09/2014,7.1,746,4000000,1.052,,TRUE
The Girlfriend Experience,18,1030,22/05/2009,5,212,1700000,31.062,,FALSE
The Tale of The Princess Kaguya,16,10342,23/11/2013,8.1,1236,49300000,3.569,,FALSE
Tomboy,18,43649,20/04/2011,7.3,499,1000000,1.4,,FALSE
Trance,53,7981,27/03/2013,6.6,1779,20000000,14.368,,TRUE
Highlander II: The Quickening,14,2737,13/01/1991,4.8,615,30000000,5.787,,FALSE
For Love or Money,35,23,01/10/1993,6.2,263,30000000,5.158,,FALSE
The Invisible,14,158,27/04/2007,6.3,408,30000000,10.041,,FALSE
Barney's Version,35,805,26/10/2010,7.1,333,30000000,5.823,,FALSE
From Here to Eternity,10752,5,28/08/1953,7.4,450,1650000,3.204,,TRUE
Three Days of the Condor,53,10308,24/09/1975,7.3,771,7800000,6.667,,TRUE
How to Lose Friends & Alienate People,35,2452,02/10/2008,6,571,27000000,8.486,,FALSE
The Brave Little Toaster,14,2499,09/07/1987,6.9,318,2300000,10.066,,FALSE
JCVD,18,9,04/06/2008,6.6,358,6000000,17.56,,FALSE
Smokin' Aces 2: Assassins' Ball,28,6858,19/01/2010,5.5,199,8000000,11.408,,FALSE
Gun Shy,28,4258,04/02/2000,5.3,95,10000000,14.727,,FALSE
The Relic,27,762,10/01/1997,5.9,361,60000000,7.796,,FALSE
Escape from L.A.,28,4,09/08/1996,5.9,1045,50000000,9.836,,FALSE
Philomena,18,1219,01/11/2013,7.4,1291,12000000,5.855,,TRUE
Life,35,33,16/04/1999,6.6,563,80000000,6.975,,FALSE
Swiss Family Robinson,12,3166,21/12/1960,7,235,5000000,1.841,,TRUE
Wonder Wheel,18,1824,01/12/2017,6.4,1104,25000000,3.597,,FALSE
Miss Potter,18,288,03/12/2006,6.6,385,30000000,8.263,,TRUE
Sahara,28,19481,06/04/2005,5.8,1096,130000000,11.322,,FALSE
The Birth of a Nation,18,53155,09/09/2016,6.6,447,8500000,2.076,,TRUE
Let the Right One In,27,3576,26/01/2008,7.5,2253,4000000,3.407,,TRUE
Mean Streets,18,120,14/10/1973,7.2,1571,500000,7.459,,TRUE
Hardball,18,4,14/09/2001,6.5,374,32000000,26.532,,TRUE
Precious,18,4424,06/11/2009,7.4,1284,10000000,2.219,,TRUE
Clue,35,498,13/12/1985,7.3,1246,15000000,2.138,,FALSE
Prom,35,2,29/04/2011,6.1,390,8000000,6.26,,TRUE
Rabid,27,88951,08/04/1977,6.5,307,530000,5.044,,FALSE
Vanity Fair,18,10146,01/09/2004,5.8,271,23000000,14.623,,FALSE
The Cutting Edge: Going for the Gold,35,3235,07/02/2006,6.5,122,3000000,2.023,,FALSE
Spun,35,23909,01/06/2002,6.6,326,2000000,8.615,,FALSE
American Psycho II: All American Girl,27,35,22/04/2002,4.4,247,10000000,13.952,,FALSE
Fire and Ice,16,10318,25/03/1983,6.5,161,1200000,0.6,,FALSE
Malibu Rescue,28,16442,13/05/2019,6.4,163,5000000,4.913,,FALSE
Frankie and Johnny,18,4,11/10/1991,6.7,409,29000000,8.299,,FALSE
Much Ado About Nothing,18,3102,07/05/1993,7,535,11000000,15.196,,TRUE
Timecrimes,878,10086,05/10/2007,7,911,2600000,1.803,,FALSE
Made in Dagenham,35,5729,11/09/2010,6.7,217,7200000,10.588,,TRUE
Rock-A-Doodle,35,500,02/08/1991,6.2,192,18000000,0.6,,FALSE
Hercules in New York,35,1881,23/02/1970,4.1,194,300000,18.005,,FALSE
Absolute Power,80,5,14/02/1997,6.6,738,50000000,21.283,,TRUE
Seabiscuit,18,9195,22/07/2003,7,616,87000000,11.674,,TRUE
Three Kings,28,79,21/04/1999,6.6,1552,75000000,8.447,,TRUE
K-9,28,1073,28/04/1989,6,719,17000000,3.597,,TRUE
Joe Dirt,9648,5,10/04/2001,5.5,562,17700000,5.115,,TRUE
Elephant,80,7429,20/09/2003,7.1,1365,3000000,3.06,,TRUE
The Jacket,53,11509,04/03/2005,6.9,1112,29000000,16.898,,FALSE
Gettysburg,18,8609,08/10/1993,6.9,213,25000000,6.461,,FALSE
The Climb,35,83,25/01/2017,6.8,703,6600000,0.781,,FALSE
El Dorado,37,4,17/12/1966,7.4,353,4653000,6.017,,TRUE
Jodhaa Akbar,10749,2320,13/02/2008,7.4,187,5800000,4.045,,TRUE
Cross of Iron,18,12782,29/01/1977,6.9,253,6000000,6.426,,FALSE
The Eagle Has Landed,12,4377,24/12/1976,6.6,215,6000000,7.632,,FALSE
The House,35,79,29/06/2017,5.6,732,40000000,3.835,,FALSE
The Hills Have Eyes,27,15459,22/07/1977,6.2,588,230000,0.6,,TRUE
Dan in Real Life,35,9195,26/10/2007,6.5,911,25000000,13.271,,TRUE
A Hologram for the King,35,2986,22/04/2016,5.8,896,30000000,22.904,,FALSE
My Cousin Vinny,35,89303,13/03/1992,7.5,1030,11000000,6.426,,TRUE
The Replacement Killers,28,5,06/02/1998,6.2,351,30000000,5.298,,FALSE
Veer-Zaara,18,1569,12/11/2004,7.4,188,7000000,6.611,,TRUE
Heaven,18,14,06/02/2002,6.5,181,11000000,9.875,,FALSE
Arbitrage,18,11093,14/09/2012,6.3,656,12000000,10.276,,TRUE
The King and I,18,25,29/06/1956,7.3,281,4550000,3.076,,TRUE
Heartbreak Ridge,10752,11742,05/12/1986,6.8,700,15000000,21.283,,TRUE
The Last Man on Earth,27,4141,08/03/1964,6.7,278,300000,3.101,,FALSE
The Getaway,28,93222,20/09/1972,7.1,366,3352254,3.807,,TRUE
Che: Part One,18,856,05/09/2008,6.8,546,30000000,5.957,,FALSE
Hell Fest,27,11533,27/09/2018,5.6,625,5500000,6.741,,FALSE
Scoop,35,288,27/07/2006,6.6,1277,4000000,5.188,,TRUE
The Invitation,53,12142,05/08/2015,6.5,2017,1000000,5.614,,FALSE
Turistas,27,846,01/12/2006,5.5,615,10000000,4.669,,FALSE
Rushmore,35,9195,11/12/1998,7.4,1864,9000000,8.615,,TRUE
Grandma,35,14358,04/06/2015,6.4,290,600000,2.223,,TRUE
The Wolf Man,27,33,12/12/1941,7.2,377,180000,3.515,,FALSE
Bewitched,35,84893,21/06/2005,5,1237,85000000,8.403,,TRUE
